VAR00001,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007,VAR00008,VAR00009,VAR00010,VAR00011,VAR00012,VAR00013,VAR00014,VAR00015,VAR00016,VAR00017,VAR00018,VAR00019,VAR00020,VAR00021,VAR00022,VAR00023,VAR00024,VAR00025,VAR00026,VAR00027,VAR00028,VAR00029,VAR00030,VAR00031,VAR00032,VAR00033,VAR00034,VAR00035,VAR00036,VAR00037,VAR00038,VAR00039,VAR00040,VAR00041,VAR00042,VAR00043,VAR00044,VAR00045,VAR00046,VAR00047,VAR00048,VAR00049,VAR00050,VAR00051,VAR00052,VAR00053
0,4.976475506,1.537483042,18.40581729,4.799783182,-19.16740932,-10.39096148,2.608576348,3.616782298,5.009526321,12.52914656,-11.88238483,-8.841910047,5.807253892,-3.13069005,-10.25371115,2.291484622,-2.34054369,-1.410768722,2.699320176,-4.705852811,8.289328193,4.343476669,-2.57382087,2.24852581,2.094310491,4.973415089,.520891486,3.89806407,2.149427711,1.590998969,-4.663512632,.758578465,-1.872412157,6.778132672,-1.487653388,.550818933,-3.471157524,-.537751141,.460314722,-.709122497,2.801446764,2.634976453,2.467773271,.072853009,.650138606,.462605365,-5.352201088,3.656578515,1.875485617,-1.943774292,1.424333047,.787977917
1,-5.600313075,-33.72848388,5.403195016,24.50337262,.282750993,-.027033261,3.448727769,3.801437697,-4.902531813,-.47061331,-3.725696401,14.98242738,-.053971862,-2.826409983,-2.071416369,2.548942902,5.158314822,2.525289374,1.095091376,.223030536,-1.130867429,-6.480541073,-7.964286012,6.347204739,1.208461938,-1.935594578,6.733311002,-1.193883959,1.151547645,.966921476,3.256198307,4.142036743,1.948758295,.741549495,-.548460449,1.876877013,.099102344,-4.147531502,3.466763748,.342786974,-2.260156326,3.613635682,2.742290755,-.763610485,.000335895,.026643741,-2.526001204,1.935018044,1.445197601,-1.744515396,-.327284444,-4.010821389
1,-3.363064582,-6.113125295,11.10467878,-16.91610823,-3.446745869,-6.52440157,.115046356,-5.190184918,-3.648263052,1.241439482,-12.55324159,.968146873,8.041824385,4.803416151,1.152294959,9.280907733,-.758860135,3.887027436,6.241774782,-.592122292,-2.744580231,4.219323077,1.118953538,-.601686204,2.908727419,3.921307174,.366078891,-.475126849,4.538660005,-3.542413833,-2.829228275,.673474783,1.341128688,.110873489,1.006387842,.544865752,-1.840831462,.211605012,-1.048513749,1.78365748,-.145282323,2.753205679,.166226376,2.33945217,.054532609,.20878292,-1.38131598,.988013586,.544695952,2.630041441,-.810428583,.443541377
1,8.091102099,-14.37331198,-.463084941,10.80609938,-6.489221851,3.437883504,3.810600774,1.579177015,-8.201762495,-1.341647051,-6.976173145,5.082001874,8.962852037,12.88693802,1.889415203,-13.13126063,7.566480791,-6.956217256,-.267491694,-2.585726355,-2.889454652,.434002656,-2.917414307,-2.604631272,-.54715514,3.252604839,-2.576141681,3.595509003,.548220202,.654344165,-2.57539756,-2.377157897,-.774965375,.386466883,-.471651903,.830166252,-.082943991,-.425576675,-1.869655772,-4.669680272,2.492884087,.33667693,1.977641841,4.659375198,-.03302446,-.579161294,.431600951,1.037302154,-1.177566837,-3.188289182,.194859801,4.176864359
1,19.30631429,-1.50929769,5.16450325,-16.94666269,22.82140547,.933258071,4.763278685,1.530197628,2.174583141,1.45040971,-1.264152687,3.24149226,9.805180597,-8.519161444,6.193369863,-2.198391787,7.058161173,-4.061136408,3.4860625,-5.846480238,-1.796750537,-.324248294,-2.111176666,-.827808043,-6.353365108,1.527535709,-.191557178,1.67853613,3.064134711,1.632352868,1.788590468,-4.490432914,4.232114031,-8.766746682,-3.253732181,-6.689315751,-1.539966893,4.820058118,.135759309,-.650230255,.937565781,1.414827923,3.437922506,.83960304,-2.469192283,-.817611558,-.118552335,3.217009189,3.774389195,-3.009734577,-.274792127,.159163827
0,65.89928053,38.61213027,1.69569874,-18.44485843,-1.975047045,12.66703391,2.522851575,18.59201717,-4.759377292,7.436270477,2.221765981,-2.752010021,1.912798436,-6.862996842,-2.317557374,11.20088013,4.670156717,-4.220544218,-4.893286094,-1.388832465,-7.618165189,-6.657127699,6.616711654,-.818553269,-3.153412031,5.20571627,3.808839958,3.59120881,-3.354588646,-2.000775267,-2.52201759,-2.438844827,3.892655189,1.337759038,-3.964459364,4.814776881,1.478457567,-1.580852531,3.660095643,3.33999529,-1.06673708,4.517222154,-1.37887318,4.93335376,-3.338857359,-3.009625663,-1.076134335,.076602202,3.142816014,-2.208755769,1.042840648,-2.503031948
1,-54.25734179,-6.597529051,-24.11404053,-15.36891438,22.1349665,7.783863769,6.762136817,4.51049319,.846940852,9.255955315,-2.367923787,.458308714,.691740121,3.238292838,-1.688907213,6.610654274,-6.622290276,3.46457337,-3.841174667,-.703636118,3.896299923,5.999026709,-2.667634048,7.464552508,.362250389,-3.133426512,-2.772600428,2.138640109,2.266581565,.273936598,-1.081699905,.230953862,1.755444559,1.999483513,-4.217716131,.283272208,-3.759888405,2.689309698,3.750275452,1.946265266,.501433495,.622906143,.399208906,5.791284541,.744056418,.766770376,-3.263312699,4.60468946,-.515632907,-4.719290507,.066065136,-1.566059609
1,-26.55773835,6.063681665,-10.3471394,4.575388403,.252198225,8.415583333,20.0561269,-.037107681,5.429895984,-1.57675927,2.22987949,5.009919754,4.381186001,3.896009445,-7.054476932,-1.583246533,3.417583626,7.281392872,4.284677492,1.557025743,1.076251326,-2.55702636,4.990547961,1.776500787,-7.851044721,5.393656763,1.968160206,1.97231516,-2.189886719,-1.398410436,2.847882623,-1.782708775,.794057115,-.509559944,-1.371392883,-1.04076427,.503794527,.491733827,-2.407794364,1.196975285,.958198996,-.583198629,1.049955352,2.998429929,-2.567761207,1.545988139,-.427509134,-1.303772892,1.512972638,-.279080939,2.969438904,1.035116771
1,-43.82116772,71.78598635,30.32258318,18.3547372,-5.953664774,21.50757715,-2.646679472,-7.605210196,8.12011355,-1.47883727,-16.53370353,-6.404112337,-.292922055,-1.403251606,3.101458453,-.731217966,-4.135931282,-4.483774909,5.180706414,3.607443343,-5.925614604,-2.456044039,-3.315364205,1.15977657,3.586052863,-4.637345424,1.507757307,.162679883,-6.933338543,-1.652652052,4.237307822,3.618010239,-2.950082804,-2.388303595,-5.602323283,-.492879317,-.0101519,-1.913946551,1.18107458,3.393532902,6.063672904,-1.014830334,1.537134252,-2.629341069,1.219091209,.792762329,-2.006280351,-5.04839726,1.552799588,-5.263322745,-2.649740137,2.763560298
1,21.11120789,33.3780077,22.32529463,-5.504113915,12.24124303,-7.552475034,21.26407117,-.223147968,-13.58316987,-7.128944037,5.006404938,7.219474293,-.760891683,-6.689739295,2.434837944,-6.81530671,-6.457923353,1.981955539,-4.105236352,-1.185778291,3.543141587,-4.926291027,-1.828467833,-.901747417,-3.864658383,8.119340338,1.28682228,-3.116117012,3.22205589,8.251696368,-5.568065693,-3.922044354,-1.169873631,3.096298047,1.803886438,2.405409569,1.895099032,3.126478117,3.541360505,4.832201455,-.995830108,-2.139412169,.496879517,3.153581095,1.527809898,-5.117317728,-4.139044816,4.237874144,2.227673094,2.944681912,1.658386833,1.056004889
1,45.40838854,-11.32378165,21.70411528,23.25774569,-2.13060947,.707986235,10.12207648,4.772603531,-1.602129462,8.763755151,-3.545635299,-7.945774642,-.934738943,-6.171578416,-3.242850061,-4.497765801,7.000877973,1.444351817,-2.662414318,-.309910957,9.02248856,4.761862403,-.431233754,-3.479990258,5.159911082,4.599144542,-.160152261,2.195077256,-2.514312941,-2.017354604,-3.693720558,5.472687476,.279365257,-3.697346981,-2.705356487,-3.526674009,-.673989359,-2.945913007,.774107251,-3.774766585,-2.245140747,-.682243484,-3.006249229,.518050447,1.928744271,.660600563,.025416044,.563304629,-3.556396786,-2.035585906,3.092871317,-4.726986421
0,24.13426118,20.44994756,25.4232881,23.62299665,11.92933392,5.925980629,24.36298773,-4.703905877,15.66310676,.336026144,4.190358474,22.3788599,-9.374271952,2.253382853,-2.563108613,-2.250998598,16.36108507,-1.511456191,3.082875371,-11.02680148,-.37097381,-5.419496604,-.916391174,5.373647138,3.311185806,2.117659947,-.64966877,-5.55586767,.055955154,2.16879651,-8.18045774,3.016218091,-1.629519901,3.873143622,7.556690974,.703146946,1.571909059,.424949383,-4.797033406,-3.629927613,2.744934896,-.57527974,-1.619069723,-4.559453382,-4.950803272,5.453376607,.686359944,.438327229,-4.731401327,-1.814073052,1.261582021,-1.117976582
1,-22.67300277,-23.9748243,-34.1213389,20.02563546,26.83784498,4.858563178,6.155987725,4.850021348,-9.544449702,1.194176393,-6.055732372,.791332509,-2.705231262,6.66607726,.037849494,9.69490541,-1.388831744,6.677932435,3.026302197,2.682026417,-4.466915629,2.080351553,6.798621036,-3.118368812,6.00227433,.514084425,-.57045671,-2.370435425,5.690443103,-4.102592443,-2.884651233,.762022449,.258732261,-1.705552363,4.979383206,-2.959251571,-6.28722149,-2.352301121,2.484227856,4.407863628,-4.561476605,.161429348,-1.314436554,2.21304349,-.354204891,2.859978761,-2.561250488,-2.588992659,-2.37811346,3.671580159,-.502860027,-2.746835893
0,64.39350008,35.32175496,-11.61427967,-9.980004815,7.085266722,1.458095687,5.390261519,8.37773327,-3.49664507,.406021486,.45385829,3.259881208,15.86725106,15.21333161,-4.535342691,-7.101705459,-.948291273,-4.759883736,.711532015,13.79843248,1.539874291,3.842072106,-.082075426,-.047586389,-2.367727205,-1.927299571,1.210371838,5.486557375,-2.566645832,1.581363401,-3.308030694,.918318757,1.307178338,4.53873321,-.071251807,-2.272088991,-2.94165512,2.755517667,1.584395881,.682935243,2.975393874,-.569753006,1.175488081,3.031277926,2.610482626,-1.754377751,-1.911902109,1.475373777,-1.328794704,3.247536982,-.152784306,-.852953787
0,.323025655,-17.61679208,20.01109546,-5.177399892,1.119751059,16.6817031,6.801704917,12.75157624,-6.537510452,11.1003112,-5.68799507,-2.713090551,-2.040392886,-7.677836164,4.482090721,2.424451666,3.222501623,-5.360079743,.399324894,-1.41907394,.504597716,5.178066489,4.815915872,-2.60297503,-5.717889378,.694245557,-.858558647,-2.971994701,2.647114679,4.007544353,2.052536059,-.481301039,-.611006044,-3.669199007,4.486410431,-2.708793431,.311461067,1.476365565,2.808356312,-2.538110985,.312044158,-.63449143,.64258635,.155610391,-2.491163822,3.634126667,1.259205149,1.352686679,2.592763676,.713434438,-2.402420541,.326473001
0,1.427017121,32.85997809,-22.86847135,-13.54540967,-1.300078463,4.561806605,2.464895324,10.10299351,2.550019198,8.904843312,-1.832458123,8.692299486,9.114615748,-2.677690565,.332134614,9.182717723,7.192712483,.628573623,-3.969656619,-6.448109895,-.47000846,-10.86103266,3.448897291,-8.706317864,-1.495646271,-3.019796078,-1.433758889,.903904478,-6.81369867,-3.348138939,.325360859,-1.006141893,-4.21488894,4.934111519,-2.039956232,1.858836681,-2.452090228,5.635663287,-1.242934336,-.186242648,-2.814803663,-4.595908793,-.900555833,-.9284575,.116675671,.862404131,1.592505342,-5.004100623,-3.683203608,-.346972968,.584707301,.82948006
1,-42.30934316,-25.72269012,19.72631519,-24.13879378,28.19322005,-4.136365425,6.922274987,-7.174893577,8.753703593,.221517503,1.284866299,6.865342377,17.39458663,-.389285594,-.596690672,-2.180036784,2.971636582,4.338320348,-6.627260268,-3.017850445,1.350718219,5.400608836,.5682533,2.394764647,4.306016697,-2.237827326,-7.14399886,-3.310381627,-2.777527461,5.186403596,-.956612254,4.034510539,-3.945638608,4.080003214,2.049627343,4.90536012,-.4571608,-.091535433,-.953356222,-3.297554907,2.538658848,-12.47002814,-.483653188,-1.879731201,1.676943142,7.649066415,-3.709445655,.042941419,2.415648661,-3.232563024,2.445434922,-5.080632153
0,-.474392886,-10.70403538,-6.025018184,-8.673917444,-13.47039923,1.580706523,-1.634417573,5.356369225,-7.43546114,.451991394,-6.909597178,1.367355016,8.117389569,-.99722322,-4.994671705,-8.304023198,2.127175864,9.379883355,2.87622243,3.796637064,.379182747,1.175707152,2.093466987,-.569268667,-2.785293309,4.100383236,5.844237659,-4.705491405,2.690897709,-.931721571,5.897646035,1.737792511,-1.74229971,5.633680973,-2.214934066,-.149840923,3.005444963,-.628675506,-.094006232,.657845893,2.144674205,-3.579020468,-1.43065496,-1.919358849,.143303215,.379104694,-2.591368882,-4.228712626,2.930649278,-4.240587264,-1.043303246,3.822700207
1,7.310455365,56.99689199,-30.11329254,-2.18605318,10.6130326,-16.3504762,22.89887944,-7.40724791,-10.53425708,-8.74926797,-1.607468235,2.20399296,6.180826314,-9.1574934,-.473301133,-4.641204443,-3.760884422,-.755607589,-4.970197091,-3.166024036,-2.633539056,1.188620581,-1.343395468,2.107319439,1.126828554,.853660067,-.789596644,3.514395903,-3.712411993,-4.589920431,4.554434496,-.497775129,1.780098547,-4.198625969,1.088803699,1.101849085,.142999051,-3.133240979,2.10552525,2.373006705,-4.668549045,-1.603515765,.827214396,-3.008290301,-1.567170885,3.234602175,-.544891616,.307958865,-1.118052077,-5.631788918,1.206890548,-.159264172
