VAR00001,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007,VAR00008,VAR00009,VAR00010,VAR00011,VAR00012,VAR00013,VAR00014,VAR00015,VAR00016,VAR00017,VAR00018,VAR00019,VAR00020,VAR00021,VAR00022,VAR00023,VAR00024,VAR00025,VAR00026,VAR00027,VAR00028,VAR00029,VAR00030,VAR00031,VAR00032,VAR00033,VAR00034,VAR00035,VAR00036,VAR00037,VAR00038,VAR00039,VAR00040,VAR00041,VAR00042,VAR00043,VAR00044,VAR00045,VAR00046,VAR00047,VAR00048,VAR00049,VAR00050,VAR00051,VAR00052,VAR00053
0,11.89789764,-9.539592893,13.23859058,-23.44331703,-1.542795447,.609797565,-6.580262699,-6.928806901,-3.813712343,2.756614731,-7.957971915,.083380211,11.12277646,7.351031901,-4.102936953,-6.350190525,1.613736938,-7.141293886,.683205699,2.81056387,-2.01947954,4.040046487,-3.258251237,.066622626,-1.216130325,-3.664486431,-5.309414268,-4.162783261,-4.765993298,2.340018432,2.979440705,5.984988505,4.046320182,6.871838552,3.071006761,4.588713504,-2.751212918,6.478149611,-2.120328948,-.793199986,2.642987486,-2.184252003,1.82227972,-7.606912042,.347882297,2.91227097,1.835558348,-2.361351928,5.335137671,2.698224705,3.584649724,.098885171
1,-13.91108554,-26.20384788,8.721076628,-12.57746256,21.32292586,5.796605138,-2.606888004,-3.948229694,-1.324553088,6.208368873,-1.772809327,-.976503214,-4.397770156,-2.743473111,.094416826,1.300196735,3.332956569,-2.746175635,-1.688201145,-5.465609623,-.006130633,-3.5555226,-.209184702,-3.078193565,-3.66774796,1.488592336,2.82167806,4.828489089,1.245144058,-1.633203345,3.112053569,1.452518947,4.468609567,-1.690349329,-3.883666766,-.506626253,-5.703747986,1.441562249,5.682209085,2.952797552,.315783918,6.275603218,-2.859759425,-1.143072344,-.768852606,-.99297567,-1.23422049,-4.307021942,2.44103114,7.324051946,-2.301140335,-.646932898
0,-30.72010861,11.02196897,3.738608299,-.03467573,-9.826439129,9.464830283,13.2657843,-15.13819449,-6.78578894,8.618031491,8.693508638,2.720295471,-1.326606021,-10.96262755,6.09805937,2.93670239,-9.948967699,-5.503146461,-.41637739,3.836628268,-1.578038518,-6.825319849,-3.356374288,-1.591135532,-4.249410296,6.195254905,-2.041753886,5.580086289,1.722373782,2.586108875,-10.10866657,7.302056905,.260617223,-2.411525887,3.952697634,-2.317626347,-4.096901057,1.813673451,3.996784816,1.149435847,3.053382755,-3.803586271,-1.004495617,-1.318002176,-1.317779255,-7.818695738,-.178032853,-.25605968,.691056558,6.803633866,-2.359653266,2.544091926
1,-9.681127025,11.19151464,-12.92305522,-31.32175936,-2.38178993,.506284471,-9.565266703,-16.04764085,3.863927085,2.491755444,-.457362065,3.384097304,3.756266516,1.909641339,-7.189620785,1.634152039,-2.568536718,2.870603521,-1.292990728,-4.156575706,.587888915,4.129365695,-2.333540094,3.990362741,1.558914847,-3.928230532,.622470688,1.332250001,2.242064317,6.437304188,-3.137194094,-1.789408574,-.208853085,-3.194505795,-3.882166519,-3.249513909,1.852884451,1.379427284,1.363192511,-2.136004147,-3.398099186,1.429123357,-2.14118393,-1.681551635,-.183536896,-5.165575803,5.370283146,-1.392175585,-3.228625744,4.17887514,.090346332,.550271641
0,15.81065152,1.504591764,11.4181681,-17.57906157,5.118266956,4.735175509,6.611032567,-9.750743847,-3.37408962,-1.634779434,-.997300985,-1.149297884,-5.740813209,2.458492047,-4.9003782,.878176245,-.334814518,4.304176617,-2.829931402,3.539612043,-3.356163497,7.040586261,6.384489275,2.200242888,-2.091144528,-1.135661098,-.526433707,1.628758928,-.611802692,1.826482971,-5.140721148,2.541255836,1.551590194,-.887052585,-2.06834443,3.269216491,-1.886320629,-4.165507052,-.100821273,-3.356213711,-.495315423,2.291434834,4.42649253,-3.315736534,-5.531918423,-1.667000134,-1.356742737,1.915533073,-5.38001826,-4.230568356,-1.132720358,-3.082211149
0,-13.51989617,-49.14116307,6.309480083,-12.86967188,-10.4188288,-7.556328426,-10.01093308,-8.336512681,-15.26064733,-4.160522925,-8.715758987,-.136644589,5.47818967,-4.604315878,-2.340697064,-1.826923723,-4.119159091,5.246967223,-3.805625647,-.916722233,.406079539,.864247151,-.652862308,-3.400138016,1.340256914,-3.510701951,2.944642076,-2.656209195,-.168109466,-1.960656108,4.478205992,-.817806178,-4.17939325,-3.580970441,-2.868176197,3.186191129,1.048028873,-1.532685999,-5.586807859,.217331351,-.70993908,1.01833213,2.557376773,1.415056321,-6.033504739,1.116100325,5.442985882,1.126438318,-.498948763,-.088679507,1.784894373,-3.305447756
1,-72.45257775,34.64398061,-4.110953361,21.7533614,21.73506172,5.684174837,-17.18724679,-16.08145985,5.169631913,-4.571028043,1.302390484,4.795802399,7.819476081,1.382059944,-2.643760218,.199373753,2.044437296,-.600376442,-8.621399026,-1.539584105,-1.952331752,6.3227711,-1.115616214,1.564421943,-4.549431383,-1.304365252,-3.902225283,.253661493,.658062588,-9.396902428,.569655738,7.978099487,-.138375182,8.130810755,4.144803645,-1.375344699,.51553097,-3.355084384,1.717201643,-1.756860439,2.342747549,6.339514473,2.439040826,-4.207451862,-4.174552852,-2.538195516,-1.32679388,1.623186334,2.268211727,-.634060925,-1.501050949,.981816677
0,68.86842824,-10.57678417,5.803451729,20.81430747,18.24135309,1.377791546,5.214209964,-.085416622,-.112540153,3.863469503,3.088618886,-4.955769732,3.280324014,-2.770623857,-8.611302274,-.255887529,3.124628634,1.725334167,-2.291090525,2.087632759,7.112937345,-.427277052,3.864505227,-1.850735071,-1.399380279,7.25076134,-5.057896243,3.814638842,-3.420571238,-.360024707,.855149457,5.067331686,.386950134,-2.701936096,2.487171501,9.534303358,.482375872,6.540529391,-1.320099264,-6.155592751,-.951386046,2.330855595,-9.095584736,2.671051146,1.720408193,-1.477841313,3.150202434,-1.441600648,3.379922058,-4.363324828,-2.935698067,.952973063
0,49.50261416,1.193232063,-45.94428821,5.960335573,9.594194884,-8.289905931,-10.89961228,-2.517268255,-7.344213679,-.302630028,-2.634862375,3.478707481,1.215470601,-4.604959258,-5.6812475,.122585585,1.134615959,2.720167839,-5.42613147,4.031734577,-.851650085,-4.336439044,-1.271732191,3.063538188,1.910394689,1.220115132,-.846672905,.28592633,-1.182168017,-.981292479,-.849483688,3.715458123,-.024447421,-.699672847,-2.398552165,-.320663009,6.303461586,.757086135,-1.303503242,-1.194808766,-4.426569362,-.780260319,7.238458078,3.307563324,-2.95278407,3.693502835,-1.046713194,5.463852308,2.841512546,1.369883437,.415855868,2.535612137
0,-.842377712,6.839204487,-40.12766442,-4.648475367,-3.657566427,-2.21373899,-10.1843457,-6.425541513,-3.774406093,.53336274,-9.958519783,-.017954267,2.82403959,5.426609983,-3.540735688,-.266382484,2.282945705,-1.809140164,-3.717499216,-2.217714963,-.404569851,5.071232033,.307915336,2.960309193,-2.587040628,2.033494746,3.398684554,-3.478781659,-5.799854827,-2.219913133,-2.275748309,-2.440176977,1.651172066,-3.117138559,.99575157,-.740537182,6.643345757,6.037467262,4.502335007,.969810203,-1.910423762,.026595741,1.690125141,-1.373465687,-2.113037319,-.885166387,.400617324,-.560339602,-.045906182,-4.158328885,1.783902648,4.931937965
1,-2.359579714,-17.22927857,-8.08763295,-9.098781765,-3.765975054,6.603824657,-7.604300252,-4.096042731,-3.601824629,-7.331541703,-3.547146493,-.098952817,9.976814303,-.139124995,-6.098470323,-4.837088061,.818951034,3.079427976,-3.351795253,-.878930367,.12828709,2.442290395,-2.506572297,-1.674490669,.920674115,-4.390630527,2.089501454,3.520621761,-4.55730907,-.041079954,.126236073,-.220147833,3.019644912,.41427652,-1.434174119,-.402387774,-4.46422601,1.972000131,3.107111829,.342219432,2.730790643,4.382751144,-1.151553802,-2.631938035,-2.747457207,4.729752119,.604303329,-.169688398,1.154363861,3.619696311,1.228511578,-1.649836868
0,-8.266780948,-26.58695523,-16.76789483,6.608114998,-4.348327966,10.65044169,-5.121227357,-4.101661902,-5.401600205,.245051846,-.641672272,-.72898568,-1.473877601,-5.662433581,-.26714117,-3.939928617,4.230418434,-1.072679908,-.540767339,-.65671735,.381202814,-2.149029653,-2.920790971,-.235170856,-3.756316596,.93170892,-3.809978362,-.347335095,-.209661978,.167180991,4.838666531,2.339983994,1.842921972,-5.390571293,-3.203465062,-1.052277488,-.548230238,-2.689256353,-.130887564,1.187996442,-1.809654752,-1.230270838,-1.564332004,-.736915078,2.801351099,.983035086,-3.435991856,-3.656768075,1.202296287,4.829617951,-3.147425346,3.176074224
0,14.7700461,-5.154602758,7.749025757,-4.15367293,-11.12877601,8.347631047,-2.131089155,-7.589085854,-.195795931,12.31488375,.973149438,1.056422816,-3.183276932,-1.935161085,5.237971098,1.67782206,1.611124478,-4.338553435,4.713040714,2.257909616,-3.684954125,-2.7078609,1.805913071,1.041120071,-3.765006156,2.260221328,1.674384768,-2.51248892,3.722094605,-3.313719707,2.171318205,2.846410713,1.972911609,-4.882814896,3.009316012,10.19174613,-.114307286,-.286930556,6.263925982,4.051286522,-.400754836,-3.467302297,-1.281513858,-6.217440483,.506132812,-.704571424,4.936353304,4.241242405,2.905390684,1.515560296,-.733301129,4.718110912
1,-15.15169125,-12.76077365,6.21397054,-10.49123627,-.708343358,6.344731021,-2.777663478,-13.65658102,6.892097984,-.057802237,2.878824412,4.371142153,1.644748663,.312207007,-1.630526649,-1.704413872,3.258070933,1.39205219,-2.01928283,-5.337537856,1.317843081,2.535757643,-1.811089508,3.92712457,-2.347994946,-1.8345915,-2.036826685,-.217918388,1.469876988,3.632289447,-2.934796409,-1.834882653,1.059638237,-4.473728672,-4.14655668,-1.918264957,1.029416953,1.42906509,.62601125,-1.590251867,-3.528194058,.625991725,-5.002631115,-1.777938212,-3.821361347,-4.240031576,3.052148711,.910530468,-.007493514,1.325407761,-2.628860926,-1.788535552
1,-14.16079894,14.53401637,-5.569745644,-18.63386469,-19.2495944,2.240349329,-.149190261,-15.06529224,3.334659412,-4.346867418,-3.43250822,.315197786,.307262507,3.598987909,-10.63586482,3.44595987,-1.251800858,4.309636949,-.686768924,.893358214,.792359453,7.317180614,4.389606622,.00681378,-6.072221892,-2.054185259,.611182853,-.633293928,-.319611062,5.231081129,-7.753865535,-.526227384,.99588696,.451288867,.485075267,4.264462548,-.078347334,-2.479825666,-.664391702,-2.319939044,-.410567229,6.778148491,1.35811042,-1.980116205,-3.593608377,.836511084,-1.551771983,3.750853893,-3.6764105,-4.147562283,-2.949375241,-1.875100568
1,10.78426685,21.10702379,-19.32309792,6.172010573,7.183619012,3.308759854,12.7594313,-4.79118727,-14.99901431,-1.049346591,4.091176105,-1.091504345,-4.752535024,-3.158619748,-.85063713,1.038452037,-7.683761993,4.07977252,-4.07430172,2.478886153,.808000332,-3.808346104,4.641247892,1.179561269,-6.264998937,.718528732,.596697807,1.20900162,.491446945,4.075083048,-6.634892444,4.078408218,-2.557187921,-1.972950716,-1.182383662,-.176595014,1.480362952,3.310488407,-3.88162604,1.491740666,3.255918723,.794180883,-1.450471557,2.900926576,-8.394415081,-.656609017,2.71491282,.330797746,.715399369,2.474210674,.376564731,.982427616
1,-42.64737303,57.30094091,13.31728926,6.539292594,-2.667113483,3.91455666,-23.45919249,-13.04063582,-1.026705894,2.149447188,-4.076274036,-2.010828922,2.368208478,.378442718,-6.153411597,2.468104375,-4.041544635,3.232984355,-8.361330675,-.384246095,2.898390688,7.341272992,1.594680165,3.83357621,-5.776932455,-4.561021938,-4.903030358,1.823377638,4.714672129,-7.56090636,-.559137196,4.636799683,4.516916076,3.851382719,10.63922486,-1.930657617,1.696507957,-4.020332128,4.064768449,-8.168426773,3.139991742,5.173245961,1.882214235,2.976725541,-3.369277824,-2.779047736,-.180690693,.220167881,4.12063697,2.747879559,-3.374470557,-1.265856946
1,55.05929662,13.655842,21.43100424,14.24900584,-11.19191112,5.825333202,11.6631117,4.111681543,5.836214449,4.50996107,.127197975,-7.344111089,7.779153414,-.391860079,-10.28795979,4.537197953,2.218904463,-2.598302942,.23355772,-4.984538663,10.52065705,2.662002315,.925080459,-.873757256,2.580667337,-.622908167,-2.448933245,2.198153916,-3.096873067,2.841214036,-5.139239605,.123617845,-1.842592044,2.473077272,-5.810195762,-6.401412004,-3.913428042,-.94825423,4.926670645,-1.474702033,1.474644426,1.383034808,2.212342046,4.908527585,5.609745329,5.381062385,.616507941,-.560556951,2.174602653,.767195087,-1.512415049,-3.423324544
0,-14.60917146,-6.682275044,-12.14975421,14.31539749,15.15833993,-2.572505492,4.419086618,6.706947388,-.842939393,9.178276195,-3.805810941,13.72851903,-4.7267981,.445597876,-1.816767687,1.729068383,.689693435,6.245194234,-3.422875059,4.431104997,2.033050077,-2.286810277,-6.243374155,4.113525235,2.638568404,-.894632297,1.575566039,.581011677,-.796507054,-1.978167475,-1.171450455,.47509169,2.117693181,1.639858365,3.527707656,1.424710133,-4.303841161,-.015684654,-.472905042,1.757426028,-2.341738862,-.877640859,-2.251348006,-2.13546532,1.973604912,-.883196961,-2.203014961,2.544786368,-3.908338899,-2.910928062,-.174064354,.539692037
1,-14.91809338,-12.11214046,-19.31740078,21.11553403,8.77465882,2.426229405,8.508998997,-2.642133524,.140067336,3.229315847,-.71711786,5.736249185,6.66462708,8.285783957,4.855487654,7.948777753,-.432752999,.625718921,2.702239099,5.832020505,-5.314696858,3.952577677,4.803533256,-2.161921408,1.081422601,-2.010471063,4.845203631,.961166949,.737599972,-.416016074,-1.322840301,-6.042000113,3.641182658,-5.205202393,4.058477381,-5.430136431,-2.63437249,3.517662216,2.244890021,-5.467735677,-.349466227,-.668045899,-.517994025,1.54553547,.161080902,.507024475,-3.382361802,-1.715373396,1.332886332,-2.128645045,3.177011609,-1.536309427
0,15.37445039,15.44419058,-11.68659973,2.959888348,-.384982998,7.661009449,10.3947055,15.95746014,-8.575045582,8.964286148,-6.330603021,5.461886413,4.964879455,28.16008448,-3.369455011,-10.45245364,-.705682015,-10.94870587,.870300389,-.631038947,-2.354948239,-12.05238196,-6.522860292,-8.157675932,-6.038641574,-6.36361388,-.921338978,7.040778523,6.34952193,-3.22392011,-10.09354591,-7.532073859,-12.28052081,-1.476958312,-2.156959431,-4.9898093,5.921061001,-9.641363707,-3.940739373,-2.4524413,-2.23065964,1.202174251,-7.147426746,-1.79102759,.907471526,-6.271305991,4.903917584,3.478739252,-1.118481158,-.296666819,-.703796851,-1.650087908
1,-12.12746967,72.06222032,-3.937580306,16.78318783,16.63399817,24.83594142,-5.2807113,9.252766425,6.449337811,-12.0508231,-14.68877196,-2.873508885,11.75338603,-11.54478292,.380506126,-4.797228783,1.983022144,-3.149432679,5.036860779,4.494806953,-4.489877649,-.906956317,-2.521768045,-.598085124,2.7647636,-1.934677392,8.240183999,.105473703,-.883639683,8.785063104,6.455324042,.347712715,-2.566455281,-.453920496,-2.941570104,-.999020572,-2.586998005,1.391139206,.309671052,-3.419051426,2.751163009,-.311663211,.18844563,-3.361589052,1.33669875,-1.241702196,4.921112612,2.377991913,-.28134901,-.02769251,-5.618908129,1.954227634
0,28.30229022,21.61340447,1.699582508,-4.05558477,-12.4590773,1.878326425,8.20514187,28.36572553,-9.819087694,8.393684163,-1.535741552,1.011375809,10.46577346,-18.12353637,2.379671167,-.543996927,6.881230822,14.2163546,-14.35549294,17.54690473,-2.920884752,1.353591173,4.855592532,-5.272163059,1.729281452,-7.119897212,-.964864986,2.405783159,-.533404977,-3.025684649,-.750895042,4.798956208,.465370936,4.058155147,1.229905923,-3.25740307,.369933216,-2.022761815,-2.230178392,-3.943207226,2.790870442,.117687049,4.56966849,-7.606816422,.346713271,-2.68660519,1.25966761,.677691157,-9.561235846,3.441392168,2.972079841,-.809604455
1,-27.83390292,-21.63087775,-37.18162272,19.43131507,9.328292053,7.550290194,4.819341662,4.771372914,-3.368889974,1.356085058,2.917931827,6.166272546,12.27062729,-.071021609,.528982387,7.239009203,-1.337969296,4.540156062,4.068898935,2.370372565,-6.03209509,.956131382,2.689803792,-6.026372467,8.986695397,-2.620942911,-13.37880742,-7.742932363,10.13002546,-5.496140211,-.874853896,-1.604010759,-3.517257185,.68748564,-.770978069,4.639947018,-8.258281629,-6.788901085,-4.131477199,18.28185416,-2.599863013,-1.065176525,.017474451,3.752703787,2.793462199,5.6495637,-.243724484,-.74037903,5.687847478,-.315751139,-.385854653,1.363100919
1,-5.030083467,9.377970899,-25.87726393,3.265019408,-2.34055803,6.057965515,2.076224051,-2.615651693,.168077699,4.33910816,1.635593625,.546104234,4.936326783,2.417094946,-.765015869,-1.62736654,-.034391357,6.92351085,3.831003885,.563287286,.74243785,1.469410252,1.94940343,-.721910516,-3.444748758,-1.667475306,6.645286302,1.005030474,.039609938,-2.559297125,3.664482319,-4.622616492,3.052206485,1.661657512,-.768207949,.106343423,-.239596687,-3.065508117,5.150118092,-2.124359956,2.374910572,.135993575,-2.033565452,.72520658,4.175590946,1.30445574,.318242159,-5.793573151,-.20339408,.790802912,2.084811416,1.965524703
1,-22.78934919,23.85007225,-9.249074083,2.885776744,-2.066738361,-2.983696292,18.16342897,-.358185907,-12.77939649,-.048655085,-4.328115881,-4.167894912,-1.092695675,-3.789568073,.861603608,.890542934,-1.7846439,-3.221172404,-1.079312559,-5.456794497,-.444795434,-4.160913197,.524272613,1.670289127,4.455411519,-9.098399638,-2.67788607,6.004703874,-11.05979104,-6.240618689,9.611652139,-14.16861723,4.760393172,4.116357065,-1.060967455,4.934939182,1.768569975,-3.201861101,-.857414802,-.736254817,-2.974843238,.600832456,-1.78836646,-2.353191643,.358283231,3.747572095,3.116146828,6.484208772,-.796609254,-.291881446,-1.506475227,.713166399
1,-10.98778627,8.073858656,20.68542876,-2.812799904,-4.351253076,5.251784695,11.8068359,.67394253,.035308488,2.861771867,-3.138493077,5.149247462,-11.45506079,1.799559428,-.070802521,3.063654513,3.04789776,3.792309875,-.228875412,3.558765768,7.640339082,-1.818924742,8.781033768,.792325725,-7.788804525,2.349323943,-3.673783201,-6.243694882,3.347815186,5.224029493,-5.417458556,-10.17496497,2.069542765,1.45800484,.891532745,.862236727,-1.751061681,1.465015078,-5.509055758,8.48038312,-5.260649202,.902494073,.338999825,.329804169,3.765219791,.518667471,1.370694879,5.659037766,-.9944029,.972420306,2.734123726,-3.795005693
1,67.87291417,-3.092666134,1.802319775,22.23210254,-6.912890654,-2.326526619,7.053152051,3.415621944,-3.125373787,-4.671735456,-2.123657213,-2.277300779,19.54639775,.7892008,-11.73598949,-.495568496,6.252768992,2.784301761,6.422999417,.338772162,4.174395764,1.456385626,1.812822569,-11.67136476,6.2026976,3.873971507,-4.455416465,1.459573565,8.007060188,-2.656896201,-5.998903551,-.493480644,-7.127474534,-1.433059118,-1.304023237,-1.719309075,-2.276045568,-8.048194175,-.465670571,5.740031401,1.835836421,3.357018615,.971062643,2.060482054,-5.345723852,5.972986728,4.907621665,-5.366692557,6.420017681,5.654132043,-2.05291889,-.28148622
0,45.60710351,7.152456784,16.39409434,-6.750001557,20.05395737,-8.611094037,4.015495287,5.755403457,-.94844114,3.703358906,-2.4064137,16.57815066,.018859354,.085943557,-.591455899,-.429525449,2.852144196,3.118344242,1.563123386,-1.690020771,1.911523792,-4.214185273,-9.283403232,6.405982552,2.149405585,-1.229798634,1.560240942,-3.031894573,1.619342291,1.016041536,2.054592378,6.463863958,.247085138,4.161771217,.550776529,-.860209051,-.591272898,-.935091791,1.437544496,-1.928650454,5.397923613,2.435699163,.166067414,-2.489611173,-1.403416822,-.838936742,1.523792267,-1.596829175,.897342022,-1.715647826,-3.682885537,-1.295608025
0,-8.885365877,77.97655664,8.713791517,50.57557796,14.09722531,26.25371781,-1.552870125,-10.19408092,19.42514122,-12.46908817,-15.68774499,-2.291915769,2.536350237,-1.682315846,8.128919553,5.123181185,1.325286497,-.827312389,6.692078306,11.10763649,-14.1704823,2.058326547,-3.768915504,-3.114215581,6.960678649,5.764724366,4.594452249,3.629896398,-.769828714,4.9907485,2.214680256,-.978912186,-1.38288631,.282057076,-2.783754789,.373285602,-6.416065801,-2.397150043,-2.199717987,-6.998880528,-2.970954975,-2.644851172,-5.651331227,2.555940554,-2.401028751,-1.629589801,1.191719341,2.769467758,-.102343547,.36134795,1.17994603,-.188961718
0,-29.34783557,-26.32084643,23.66329156,-17.86312616,1.444977595,-.240904508,5.170762023,5.305789561,-8.949594139,12.16116831,-8.313892271,1.918639024,8.864679247,19.60304206,1.229442323,-11.51939972,-1.495894135,-11.31458584,1.185652532,6.621262757,-3.308560023,-4.618286695,-8.242402778,-7.808213403,-2.884195553,-2.936983874,-1.126244642,4.524127728,6.615452509,-3.418636708,-9.228275099,-3.419815414,-9.151762599,-1.251246271,1.221645892,1.449350822,4.152095407,-11.43887019,1.091398591,-3.091692171,.098074495,.581610613,-4.304490822,-5.718614764,-1.7580297,-2.08054586,-.351410231,1.208039565,-.854753186,.571922395,1.195727379,1.755328142
0,27.09731345,49.79606274,-24.0024125,-22.76287048,-9.179400741,7.683221369,7.17592807,13.24952195,.146722791,12.83792762,-1.870332544,4.971848641,5.078577793,1.162837372,-.101261061,8.27420308,-4.54745229,-4.47551173,2.01602368,3.422135341,3.931799138,-3.09318485,2.044198906,-5.071225586,-11.41850905,-11.11089477,1.082207762,-2.863158897,-1.884645734,-.451863091,8.775911504,-.645697989,-7.182869852,-6.50545945,3.249610968,-1.642060351,-6.193242172,5.925972709,.743018992,-2.366429198,2.030394045,-2.704332335,7.699827163,3.520931747,-3.36078475,2.754603581,1.261934212,-.824735671,2.46081249,-.801246101,-.502466553,1.500679335
0,-47.88379065,-2.172865865,-23.41972935,-15.20684579,-3.349217556,6.630473184,-3.582292948,6.304006839,-3.210933898,13.36583362,-5.83652995,-.862745623,-1.289183514,-2.93244386,-.984308084,6.693195004,.313463869,-2.219220559,-4.137688378,-.208216607,.953218736,-4.091672768,3.566353645,-.268006853,-.361731472,.681736485,.477663858,2.395694363,-2.930064758,-1.207505269,-2.700738332,-1.798359555,2.126289018,.958157439,.644499774,.914587011,-5.738428827,1.125520182,.119858386,-1.443227046,4.983045592,-2.781435792,-1.774254948,-2.579474672,.70454478,-2.466002761,2.573764169,-1.751680642,-1.193760791,.967138022,.891860465,.173519154
1,2.086316639,-6.586133527,-1.214965616,10.27335764,2.882168115,15.2194776,9.593287193,3.791794881,1.354014297,8.333931351,5.520695403,.275686004,2.93731626,-.166263843,2.473816403,3.001023141,1.687264648,1.574225045,-4.711015386,-1.461125842,.225821655,5.449867372,-.98613455,6.806036346,-.453721248,-3.79635792,-5.605651379,2.160476757,4.212520215,2.551944038,1.949142844,-.198493675,1.403167691,3.634237484,-4.129323226,.418221724,-2.027721629,-.622821735,2.369369488,-3.400841307,1.292241171,-3.504274692,2.414527899,1.049153785,4.659907936,-.833641587,-1.204756202,.185086165,2.981549059,-6.444740238,-3.849878512,-4.285909758
0,-8.519920265,10.56369983,.048671435,-4.871671388,-6.882949673,6.495538568,14.78169489,-7.452126337,.431606877,-.374297271,.751369265,1.256381298,1.27707275,.539254446,-5.276913856,-7.460736541,4.6657348,8.937562254,4.229636497,4.55790898,-1.368948864,.71792692,5.84890663,.466882516,-5.30561417,5.095671909,1.679552863,-2.654032979,1.013087133,.569148341,2.003196564,-2.124705657,4.601182719,3.79761179,-.971486944,.378295705,-2.821800196,-4.003587081,-4.183278655,-3.979523301,3.577933318,-1.76681657,-.366717459,-1.779938546,.113777058,1.835615503,.309037497,-.119430807,-1.989128251,-2.003131412,4.882140701,1.275159256
1,-31.78079102,16.04552675,-15.51640126,11.98884819,-4.911384045,-6.030096595,22.19132778,-5.979068536,-14.21203435,-4.200009612,2.017341978,.417539768,7.554801043,-8.24498599,4.053450877,-2.058180463,-10.98423565,2.200461238,-4.289588379,-1.853750683,-.630977171,-2.113967409,-5.045489981,-4.073420875,2.132897991,-1.360679869,2.687679128,.631871462,-2.569726578,-.28629449,.826629934,-.238718994,-2.003090695,-.875730017,2.002562018,1.218860554,.822727808,-1.84822388,2.606564332,2.876138599,.300910172,-1.867570241,.964707238,-1.447519423,1.396155712,.281338939,-.257474368,3.751330921,2.22117365,-1.434833577,.193815712,-.209853004
1,15.21266146,.375343635,19.74442821,-16.12667249,.34701921,-14.78885715,-2.656525076,-1.772400232,-4.497523438,3.490181007,-4.411663814,6.859348014,-.820289375,-4.00238551,.904583997,-6.051268715,1.452992322,7.075580162,-6.65886901,10.91664369,12.48831535,-1.801577318,-2.430418973,-2.912588304,-1.921062071,-1.963190407,2.786742685,-1.937408704,2.108693091,4.325541713,-1.778537842,-5.861183001,2.672516213,-4.320782058,2.575536946,2.63311592,-5.237268131,1.109033531,-3.337303731,-.290326493,-.432330145,-3.755314315,-4.13680318,-2.180681216,3.157981275,-2.038799191,.029371164,1.29648472,-.736909682,-3.44480973,-1.169872202,1.071781007
0,16.94165159,-6.060418178,-8.99506743,15.87281853,3.192038874,-6.366160423,3.344916202,-1.576558869,-.480394848,8.053572618,-7.091149411,-3.751819144,2.401423834,-3.807826571,-9.180602831,.877419148,-1.069979736,-2.618615083,7.308379843,-2.832940124,8.582688067,-1.286950936,1.921908329,-2.24964592,3.508641579,3.799129342,.66710255,1.151050683,.817570153,-.883628419,.932488493,3.820698875,-1.34550105,-3.118274229,-.272428987,-.349651182,5.086894819,-2.084218032,2.965816408,.765696198,-.57252077,.725595056,-1.418252356,-1.435425674,2.859191778,-1.268055124,.361091091,-1.427274971,-1.268909081,-.673323072,-2.776082517,-.095979731
1,25.44515258,4.303834837,10.76455876,-.522869446,2.423220567,.164409872,2.562946207,4.784948625,-4.405019535,5.966158583,-5.291461179,14.31507602,-9.426084073,2.095165502,-2.596320409,4.423293775,-2.187133161,4.356900274,1.50108115,1.079096899,1.984989357,-5.823442143,-5.375959216,8.295109213,4.871429941,.595193246,1.806996091,-4.130702073,1.664524274,-1.048118699,.714137196,.922187781,3.740069395,1.123804729,2.325206046,-.677324076,1.654446581,-3.65764069,3.22513491,-3.09076445,1.559368696,-.957079365,.725401164,-.62036218,.195568641,-.432686373,2.824276278,.410483097,-2.068111269,-3.125601419,-1.212498113,-.641283886
1,1.697966076,-15.02531071,-25.46079068,15.99041252,4.935164256,-2.35588886,3.522062632,-4.484288572,-8.096811498,-2.403683786,-8.382945706,2.619978518,5.097701803,3.899853708,3.509128831,6.416831153,3.525897741,6.87312221,6.345276121,-.603948387,-3.461789971,2.911912446,1.905758167,-7.893677741,8.046863809,1.484276822,-2.265590505,-2.496600968,7.723505767,-3.404368926,-.979118519,-3.472061196,-1.016902887,-3.275716738,3.392501107,-1.752262381,-3.827532698,-2.249896951,-.37577865,4.628749511,-.492083021,1.299604852,-.881923378,-.10090992,1.275953368,2.756923105,-1.00077606,-2.509551882,2.166047962,1.15231337,-1.524978796,1.840124584
1,27.43686328,5.517098096,-21.55413362,3.076425414,-.442694944,2.856485845,2.338873913,6.732340387,-11.03738698,3.497682617,-6.335372363,.332707555,1.221500876,13.66454176,-1.65210805,-14.93955316,1.466999476,-8.961502805,1.259024909,2.54271028,1.227577353,-.439419112,-5.150948517,-3.499201618,.398962005,-.350467802,-.937216926,5.081510284,3.217917264,.042679946,-2.517729411,-3.751139417,1.628663435,-1.242313546,-1.509471646,-.187399103,.471851553,-4.186072997,.328107086,.799191325,1.630093705,-1.519585921,-.238575002,-1.241345181,.11653011,.504346728,.692131011,.389081438,-1.121488767,.5281115,1.566608131,-2.728658289
